case_id,case_family,category,original_primary_classification,original_root_cause_layer,original_severity,validation_status,validated_primary_classification,validated_root_cause_layer,validated_severity,expected_action,expected_reason,actual_action,actual_reason,claim_recall_pct,context_precision_pct,faithfulness_pct,claim_f1_pct,nrr_correct,candidate_semantic_support,packed_semantic_support,structured_action_status,generation_scope_status,multi_turn_status,safety_status,original_secondary_flags,validated_secondary_flags,evidence_basis,correction_reason,validated_notes
ANS-CMP-002,answerable_single_turn,comparison_integration,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,40.0,80.0,88.8888888888889,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,high_claim_recall|high_faithfulness|retrieval_gold_hit,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-003,answerable_single_turn,comparison_integration,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,75.0,100.0,74.99999999999999,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,high_claim_recall|high_faithfulness|retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-004,answerable_single_turn,comparison_integration,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,CONFIRMED,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,generate,,generate,evidence_sufficient,25.0,33.33333333333333,100.0,28.571428571428577,,SUPPORTED,AMBIGUOUS,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,gold_missing_from_pack|high_faithfulness|low_claim_recall|provider_fallback|retrieval_noise,semantic_packing_loss,Candidates contain retinoid and BP role propositions; the pack mainly retains BP antibacterial/combination facts and loses key complementary mechanisms.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-005,answerable_single_turn,comparison_integration,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,25.0,100.0,80.0,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,full_8_item_pack|high_claim_recall|high_faithfulness|low_context_precision|retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-006,answerable_single_turn,comparison_integration,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,CORRECTED,PASS,none,,generate,,generate,evidence_sufficient,50.0,37.5,100.0,33.33333333333333,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,full_8_item_pack|high_faithfulness|low_claim_recall|retrieval_gold_hit,,Packed 12259038 directly states the named combinations outperform monotherapy; the answer covers it.,Semantic review found complete support/answer coverage; the original heuristic classification is corrected.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-007,answerable_single_turn,comparison_integration,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,40.0,100.0,100.0,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,high_claim_recall|high_faithfulness|retrieval_gold_hit,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-008,answerable_single_turn,comparison_integration,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,CORRECTED,PASS,none,,generate,,generate,evidence_sufficient,90.0,75.0,91.66666666666666,61.53846153846154,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,gold_missing_from_pack|high_claim_recall|high_faithfulness|retrieval_gold_hit,,Packed NICE isotretinoin material contains severe-resistant indications and MHRA monitoring requirements; the answer covers them.,Semantic review found complete support/answer coverage; the original heuristic classification is corrected.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-009,answerable_single_turn,comparison_integration,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,CONFIRMED,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,generate,,generate,evidence_sufficient,42.857142857142854,16.666666666666664,100.0,0.0,,AMBIGUOUS,AMBIGUOUS,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,high_faithfulness|low_claim_recall|low_context_precision|retrieval_noise,semantic_retrieval_undercoverage,Candidates support oil-free/non-comedogenic cosmetics but not the NICE neutral/slightly-acidic twice-daily cleanser requirement.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-CMP-010,answerable_single_turn,comparison_integration,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,CONFIRMED,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,generate,,generate,evidence_sufficient,0.0,0.0,0.0,0.0,,AMBIGUOUS,NOT_SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,full_8_item_pack|low_claim_recall|low_context_precision|low_faithfulness|retrieval_noise,semantic_retrieval_undercoverage|secondary_packing_loss,Candidates contain the three atrophic-scar forms but not the PIH deposition mechanism; the pack loses the scar taxonomy too.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-REF-001,answerable_single_turn,referral_care_seeking,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,100.0,100.0,74.99999999999999,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,high_claim_recall|high_faithfulness|retrieval_gold_hit,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-REF-002,answerable_single_turn,referral_care_seeking,EXPECTED_METRIC_BEHAVIOR,metric_behavior,LOW,CONFIRMED,EXPECTED_METRIC_BEHAVIOR,metric_behavior,LOW,generate,,generate,evidence_sufficient,100.0,50.0,50.0,50.0,,SUPPORTED,SUPPORTED,ALIGNED,EXPECTED_SCOPE_VARIATION,NOT_APPLICABLE,ALIGNED,expected_metric_penalty|high_claim_recall|low_faithfulness|retrieval_gold_hit,expected_metric_penalty,"The response and packed NICE evidence cover fulminans, conglobata and nodulocystic referral; low metric labels do not prove evaluator error.",Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-REF-003,answerable_single_turn,referral_care_seeking,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,CONFIRMED,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,NOT_SUPPORTED,NOT_SUPPORTED,FALSE_ABSTENTION,ALIGNED,NOT_APPLICABLE,ALIGNED,false_abstention|full_8_item_pack|low_claim_recall|low_context_precision|low_faithfulness|retrieval_noise,semantic_retrieval_undercoverage,Saved candidates and pack contain lesion descriptions but not referral for diagnostic uncertainty.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-REF-004,answerable_single_turn,referral_care_seeking,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,CONFIRMED,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,generate,,generate,evidence_sufficient,0.0,0.0,100.0,0.0,,SUPPORTED,NOT_SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,gold_missing_from_pack|high_faithfulness|low_claim_recall|low_context_precision|retrieval_noise,semantic_packing_loss,Candidates contain referral after standard-treatment failure; the final pack emphasizes relapse criteria instead.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-REF-005,answerable_single_turn,referral_care_seeking,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,100.0,100.0,54.54545454545454,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,NOT_APPLICABLE,ALIGNED,high_claim_recall|high_faithfulness|retrieval_gold_hit,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-REF-006,answerable_single_turn,referral_care_seeking,SYSTEM_BUG_GENERATION_OVER_ANSWERING,generation,LOW,CORRECTED,EXPECTED_METRIC_BEHAVIOR,metric_behavior,LOW,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,25.0,,SUPPORTED,SUPPORTED,ALIGNED,EXPECTED_SCOPE_VARIATION,NOT_APPLICABLE,ALIGNED,high_claim_recall|high_faithfulness|over_answering|retrieval_gold_hit,expected_metric_penalty,Detailed mental-health referral criteria directly answer when professional support is needed; narrow gold scope explains claim-count expansion.,"Extra claims are relevant supported explanation or narrow-gold effects, not proven material over-answering.","Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-001,answerable_multi_turn,pronoun_coreference,SYSTEM_BUG_GENERATION_OMISSION,generation,MEDIUM,CORRECTED,PASS,none,,generate,,generate,evidence_sufficient,100.0,75.0,100.0,33.33333333333333,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,generation_omission|high_claim_recall|high_faithfulness|multi_turn|retrieval_noise,,"gold_ids=1; candidate_hits=1; pack_hits=0; CR=100.0; response_recall=0.5000; response_precision=0.2500; faithfulness=100.0; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Semantic review found complete support/answer coverage; the original heuristic classification is corrected.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-002,answerable_multi_turn,pronoun_coreference,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,60.0,100.0,57.14285714285715,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,high_claim_recall|high_faithfulness|multi_turn|retrieval_gold_hit,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-003,answerable_multi_turn,pronoun_coreference,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,CORRECTED,PASS,none,,generate,,generate,evidence_sufficient,71.42857142857143,25.0,100.0,58.823529411764696,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,gold_missing_from_pack|high_faithfulness|low_claim_recall|low_context_precision|multi_turn|retrieval_gold_hit,,Standalone query resolves isotretinoin correctly; packed evidence and answer cover mechanism and severe/resistant indication.,Semantic review found complete support/answer coverage; the original heuristic classification is corrected.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-004,answerable_multi_turn,pronoun_coreference,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,CONFIRMED,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,generate,,generate,evidence_sufficient,66.66666666666666,50.0,100.0,57.14285714285715,,SUPPORTED,AMBIGUOUS,ALIGNED,ALIGNED,ALIGNED,ALIGNED,full_8_item_pack|gold_missing_from_pack|high_faithfulness|low_claim_recall|multi_turn|retrieval_gold_hit,semantic_packing_loss,"Standalone query resolves spironolactone; candidates contain women/contraception evidence, while the pack lacks the explicit contraception proposition.",Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-005,answerable_multi_turn,pronoun_coreference,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,CONFIRMED,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,generate,,generate,evidence_sufficient,25.0,25.0,100.0,36.36363636363637,,SUPPORTED,AMBIGUOUS,ALIGNED,ALIGNED,ALIGNED,ALIGNED,gold_missing_from_pack|high_faithfulness|low_claim_recall|low_context_precision|multi_turn|retrieval_gold_hit,semantic_packing_loss,"Standalone query resolves azelaic acid; candidates contain concentration and pregnancy evidence, while the pack retains concentration only.",Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-006,answerable_multi_turn,follow_up_continuity,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,CORRECTED,PASS,none,,generate,,generate,evidence_sufficient,0.0,0.0,100.0,0.0,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,full_8_item_pack|generation_omission|high_faithfulness|low_claim_recall|low_context_precision|multi_turn|retrieval_noise,,"gold_ids=1; candidate_hits=0; pack_hits=0; CR=0.0; response_recall=0.0000; response_precision=0.7500; faithfulness=100.0; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Semantic review found complete support/answer coverage; the original heuristic classification is corrected.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-007,answerable_multi_turn,follow_up_continuity,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,37.5,100.0,66.66666666666666,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,full_8_item_pack|high_claim_recall|high_faithfulness|multi_turn|retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-008,answerable_multi_turn,follow_up_continuity,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,CORRECTED,SYSTEM_BUG_GENERATION_OMISSION,generation,MEDIUM,generate,,generate,evidence_sufficient,66.66666666666666,14.285714285714285,83.33333333333334,26.666666666666668,,SUPPORTED,SUPPORTED,ALIGNED,OMISSION,ALIGNED,ALIGNED,high_faithfulness|low_claim_recall|low_context_precision|multi_turn|retrieval_noise,generation_omission,Standalone query is correct and packed cosmetics evidence includes selection/removal guidance; the response omits end-of-day removal.,"Semantic support reaches the pack, but the response omits a required claim.","Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-009,answerable_multi_turn,follow_up_continuity,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,CORRECTED,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,NOT_SUPPORTED,NOT_SUPPORTED,FALSE_ABSTENTION,ALIGNED,ALIGNED,ALIGNED,false_abstention|full_8_item_pack|low_claim_recall|low_context_precision|low_faithfulness|multi_turn|retrieval_noise|retry_used,semantic_retrieval_undercoverage,"Standalone query resolves scar referral correctly, but candidates do not contain the severe-scar persisting-one-year criterion.","Standalone query is correct; semantic evidence is missing upstream, so the prior multi-turn label is corrected.","Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-010,answerable_multi_turn,explicit_topic_switch,SYSTEM_BUG_SAFETY_SHORT_CIRCUIT,safety,HIGH,CONFIRMED,SYSTEM_BUG_SAFETY_SHORT_CIRCUIT,safety,HIGH,generate,,,,0.0,0.0,0.0,0.0,,NOT_APPLICABLE,NOT_APPLICABLE,MISSING,ALIGNED,ALIGNED,STRUCTURED_STATE_MISSING,low_claim_recall|low_context_precision|low_faithfulness|multi_turn|safety_short_circuit|structured_action_missing,safety_short_circuit|structured_action_missing,Safety routing supplies an appropriate pregnancy warning but omits mental-risk content and leaves action/reason unset.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-011,answerable_multi_turn,explicit_topic_switch,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,CONFIRMED,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,generate,,generate,evidence_sufficient,60.0,66.66666666666666,100.0,26.08695652173913,,SUPPORTED,AMBIGUOUS,ALIGNED,ALIGNED,ALIGNED,ALIGNED,gold_missing_from_pack|high_faithfulness|low_claim_recall|multi_turn|retrieval_gold_hit,semantic_packing_loss,"Topic switch and standalone query are correct; candidates contain urgent fulminans and one-year scar referral, while the pack loses the latter.",Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-012,answerable_multi_turn,explicit_topic_switch,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,CORRECTED,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,generate,,generate,evidence_sufficient,25.0,33.33333333333333,100.0,11.111111111111112,,AMBIGUOUS,NOT_SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,generation_omission|high_faithfulness|low_claim_recall|multi_turn|provider_fallback|retrieval_noise,semantic_retrieval_undercoverage,Standalone query requests both routine and BP initiation; candidates/pack support alternate-day BP but not the NICE cleanser pH/twice-daily proposition.,"Standalone query is correct; semantic evidence is missing upstream, so the prior multi-turn label is corrected.","Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-013,answerable_multi_turn,repeated_question_history_isolation,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,CONFIRMED,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_ABSTENTION,ALIGNED,DEFECT,ALIGNED,false_abstention|low_claim_recall|low_context_precision|low_faithfulness|multi_turn,multi_turn,A repeated direct question with supporting history is immediately abstained before retrieval; no standalone retrieval query is produced.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-014,answerable_multi_turn,repeated_question_history_isolation,PASS,none,,CONFIRMED,PASS,none,,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,50.0,,SUPPORTED,SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,high_claim_recall|high_faithfulness|multi_turn|retrieval_gold_hit,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
ANS-MUL-015,answerable_multi_turn,repeated_question_history_isolation,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,CORRECTED,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,generate,,generate,evidence_sufficient,0.0,0.0,75.0,33.33333333333333,,NOT_SUPPORTED,NOT_SUPPORTED,ALIGNED,ALIGNED,ALIGNED,ALIGNED,full_8_item_pack|generation_omission|high_faithfulness|low_claim_recall|low_context_precision|multi_turn|retrieval_noise,semantic_retrieval_undercoverage,"Standalone query preserves blackhead/melanin intent, but candidates/pack lack the melanin explanation; answer gives only coloured keratin.","Standalone query is correct; semantic evidence is missing upstream, so the prior multi-turn label is corrected.","Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-ABS-001,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects permanent-cure guarantee; adds BP antimicrobial/recommendation facts. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-ABS-002,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects lifelong recurrence prevention; adds adapalene roles and maintenance facts. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-ABS-003,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise|retry_used,false_generate_gap|nrr_behavior_C,Rejects universal no-irritation guarantee; adds azelaic-acid mechanism and use facts. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-ABS-004,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects no-scar guarantee; adds severe-acne and isotretinoin efficacy context. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-ABS-005,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects equal universal efficacy/no-irritation; adds lesion and tolerability statistics. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-ABS-006,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects cure/no-medication certainty; adds conflicting diet evidence and cautions. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-ABS-007,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects 100% no-new-acne guarantee; adds broader product and skin-care advice. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-ABS-008,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|provider_fallback|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects complete PIH prevention; adds sunscreen and sun-protection advice. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
